,Unnamed: 0,设备编号,资产编号,设备名称,设备型号,设备规格,制造厂,出厂年月,使用部门,安装地点,立卡年月,启用年月,ABC分类,财务分类,原值(元),完好状态,当前管理状态,状态变动日期,使用年限(年),供货商,出厂编号,单价(元),设备属性,生产用途,责任人,备注
2637,,4509078,,柜式空调,三相冷暖双制,3匹,珠海格力,2005-05,赤壁子公司,行政楼,2005-11,2005-11,C,动力设备,3880.0,完好,在用, ,14,,,0.0,设备,非生产,,
2638,,4509077,,柜式空调,三相冷暖双制,3匹,珠海格力,2005-05,赤壁子公司,,2005-11,2005-11,C,动力设备,3880.0,完好,在用, ,14,,,0.0,设备,非生产,,
2639,,4509076,,柜式空调,三相冷暖双制,3匹,珠海格力,2005-05,赤壁子公司,,2005-11,2005-11,C,动力设备,3880.0,完好,在用, ,14,,,0.0,设备,非生产,,
2640,,4509075,,柜式空调,三相冷暖双制,3匹,珠海格力,2005-05,赤壁子公司,,2005-11,2005-11,C,动力设备,3880.0,完好,在用, ,14,,,0.0,设备,非生产,,
2641,,4509074,,柜式空调,三相冷暖双制,3匹,珠海格力,2005-05,赤壁子公司,,2005-11,2005-11,C,动力设备,3880.0,完好,在用, ,14,,,0.0,设备,非生产,,
2642,,4509073,,柜式空调,单相冷暖双制,2匹,珠海格力,2005-05,赤壁子公司,,2005-11,2005-11,C,动力设备,2880.0,完好,在用, ,14,,,0.0,设备,非生产,,
2643,,4509072,,柜式空调,单相冷暖双制,2匹,珠海格力,2005-05,赤壁子公司,,2005-11,2005-11,C,动力设备,2880.0,完好,在用, ,14,,,0.0,设备,非生产,,
2644,,4509071,,柜式空调,单相冷暖双制,2匹,珠海格力,2005-05,赤壁子公司,,2005-11,2005-11,C,动力设备,2880.0,完好,在用, ,14,,,0.0,设备,非生产,,
2645,,4509070,,柜式空调,单相冷暖双制,2匹,珠海格力,2005-05,赤壁子公司,,2005-11,2005-11,C,动力设备,2880.0,完好,在用, ,14,,,0.0,设备,非生产,,
2646,,4509069,,柜式空调,单相冷暖双制,2匹,珠海格力,2005-05,赤壁子公司,,2005-11,2005-11,C,,2880.0,完好,在用, ,0,,,0.0,设备,非生产,,
2647,,4509068,,柜式空调,单相冷暖双制,2匹,珠海格力,2005-05,赤壁子公司,,2005-11,2005-11,C,动力设备,2880.0,完好,在用, ,14,,,0.0,设备,非生产,,
2668,,5601361,帐外,联想电脑,LXB-HF769A,,联想, ,赤壁子公司,舟桥分厂/赵洪,2009-05,2005-10,C,电子计算机,0.0,完好,在用, ,5,,,0.0,设备,非生产,,
2671,,5601183,,联想电脑,开天M4800P3.,0HT25680DN,惠阳联想,2004-12,赤壁子公司,周敬明,2005-09,2005-09,C,电子计算机,5630.0,完好,在用, ,5,,A04191373,0.0,设备,非生产,,
2672,,5601187,,联想电脑,开天M4800P3.,0HT25680DN,惠阳联想,2004-12,赤壁子公司,分厂办,2005-09,2005-09,C,电子计算机,5630.0,完好,在用, ,5,,A04191441,0.0,设备,非生产,,
2673,,2601008,,叉车,CPCD30C,3t,宝鸡双力机械发展公司,2005-04,赤壁子公司,,2005-08,2005-08,C,运输设备,105479.4,完好,在用, ,12,,0503025,78000.0,设备,生产,,
2674,,2101030,,双梁吊钩桥式起重机,QD,10t×21m、9m,郑州起重设备有限公司,2005-03,赤壁子公司,108（南跨东）,2005-08,2005-08,B,运输设备,413335.28,完好,在用, ,12,,050242,304074.25,设备,生产,,
2675,,2101029,,双梁吊钩桥式起重机,QD,10t/21m/9m,郑州起重设备有限公司,2005-03,赤壁子公司,108南跨西,2005-08,2005-08,B,运输设备,413335.28,完好,在用, ,12,,050239,304074.25,设备,生产,,
2676,,2102023,,电动单梁起重机,LD-A,3t/13.5m/6m,郑州起重设备厂,2004-03,赤壁子公司,107,2005-06,2005-06,B,运输设备,56120.45,完好,在用, ,12,,2004393,41500.0,设备,生产,,
2677,,4510013,,分体挂式空调器,KFR-3251R,3200/3800,珠海格力,2002-12,赤壁子公司,技术楼,2005-05,2005-05,C,动力设备,2030.0,完好,在用, ,14,,0209013,0.0,设备,非生产,,
2678,,4509064,,柜式空调,KFR-70LW/E,7000/8000,珠海格力,2004-06,赤壁子公司,技术楼,2005-05,2005-05,C,动力设备,4058.0,完好,在用, ,14,,0406018,0.0,设备,非生产,,
2679,,4509063,,柜式空调,KFR-70LW/E,7000/8000,珠海格力,2004-06,赤壁子公司,技术楼,2005-05,2005-05,C,动力设备,4058.0,完好,在用, ,14,,0406017,0.0,设备,非生产,,
2680,,4509062,,柜式空调,KFR-70LW/E,7000/8000,珠海格力,2004-06,赤壁子公司,,2005-05,2005-05,C,动力设备,4058.0,完好,在用, ,14,,0406016,0.0,设备,非生产,,
2681,,4509061,,柜式空调,KFR-70LW/E,7000/8000,珠海格力,2004-06,赤壁子公司,技术楼,2005-05,2005-05,C,动力设备,4058.0,完好,在用, ,14,,0406015,0.0,设备,非生产,,
2682,,4509060,,柜式空调,KFR-70LW/E,7000/8000,珠海格力,2004-06,赤壁子公司,技术楼,2005-05,2005-05,C,动力设备,4058.0,完好,在用, ,14,,0406014,0.0,设备,非生产,,
2683,,4509059,,柜式空调,KFR-70LW/E,7000/8000,珠海格力,2004-06,赤壁子公司,技术楼,2005-05,2005-05,C,动力设备,4058.0,完好,在用, ,14,,0406013,0.0,设备,非生产,,
2684,,4509058,,柜式空调,KFR-70LW/E,7000/8000,珠海格力,2004-06,赤壁子公司,技术楼,2005-05,2005-05,C,动力设备,4058.0,完好,在用, ,14,,0406012,0.0,设备,非生产,,
2685,,4509057,,柜式空调,KFR-70LW/E,7000/8000,珠海格力,2004-06,赤壁子公司,技术楼,2005-05,2005-05,C,动力设备,4058.0,完好,在用, ,14,,0406011,0.0,设备,非生产,,
2686,,4509056,,柜式空调,KFR-70LW/E,7000/8000,珠海格力,2004-06,赤壁子公司,技术楼,2005-05,2005-05,C,动力设备,4058.0,完好,在用, ,14,,0406010,0.0,设备,非生产,,
2687,,4509055,,柜式空调,KFR-70LW/E,7000/8000,珠海格力,2004-06,赤壁子公司,技术楼,2005-05,2005-05,C,动力设备,4058.0,完好,在用, ,14,,0406009,0.0,设备,非生产,,
2688,,4509054,,柜式空调,KFR-70LW/E,7000/8000,珠海格力,2004-06,赤壁子公司,技术楼,2005-05,2005-05,C,动力设备,4058.0,完好,在用, ,14,,0406008,0.0,设备,非生产,,
2689,,4509053,,柜式空调,KFR-70LW/E,7000/8000,珠海格力,2004-06,赤壁子公司,技术楼,2005-05,2005-05,C,动力设备,4058.0,完好,在用, ,14,,0406007,0.0,设备,非生产,,
2690,,4509052,,柜式空调,KFR-70LW/E,7000/8000,珠海格力,2004-06,赤壁子公司,技术楼,2005-05,2005-05,C,动力设备,4058.0,完好,在用, ,14,,0406006,0.0,设备,非生产,,
2691,,4509051,,柜式空调,KFR-70LW/E,7000/8000,珠海格力,2004-06,赤壁子公司,,2005-05,2005-05,C,动力设备,4058.0,完好,在用, ,14,,0406005,0.0,设备,非生产,,
2692,,4509050,,柜式空调,KFR-70LW/E,7000/8000,珠海格力,2004-06,赤壁子公司,,2005-05,2005-05,C,动力设备,4058.0,完好,在用, ,14,,0406004,0.0,设备,非生产,,
2693,,4509049,,柜式空调,KFR-70LW/E,7000/8000,珠海格力,2004-06,赤壁子公司,,2005-05,2005-05,C,动力设备,4058.0,完好,在用, ,14,,0406003,0.0,设备,非生产,,
2694,,7703001,,空气加热器,KJ5.0,80-100M3/h,浙江杭州兄弟实业公司,2003-12,赤壁子公司,检测站陈,2005-05,2005-05,C,发电及供热设备,2760.0,完好,在用, ,12,,37,0.0,设备,生产,,
2695,,7701003,,氧气瓶阀校验机,YPJ-6/15,Φ500mm,浙江杭州兄弟实业公司,2004-09,赤壁子公司,检测站,2005-05,2005-05,C,通用测试仪器设备,4500.0,完好,封存,2021-09-23,12,,131,0.0,设备,生产,,
2696,,4603003,,双螺杆式空压机,SCR-100A,11.6M3/min,上海斯可络压缩机公司,2004-04,赤壁子公司,,2005-05,2005-05,B,动力设备,224226.0,完好,封存,2021-09-23,14,,C4FG955,0.0,设备,生产,,
2698,,2104001,,电磁吊钩桥式起重机,QDC10t/22.5m,10t/22.5m/9m  A6,郑起起重设备有限公司,2004-08,赤壁子公司,产业园005车间南跨西,2005-04,2005-04,B,运输设备,674483.54,完好,在用, ,12,,2004395,495000.0,设备,生产,,
2718,,5806232,,逆变手弧CO2焊机(换),NB-350KR,15KVA,同诚/株州华业,2005-08,赤壁子公司,108,2007-11,2005-01,B,,15000.0,完好,封存,2021-09-23,0,,05080110,0.0,设备,生产,,
2719,,5806230,,逆变手弧CO2焊机(换),NB-350KR,15KVA,同诚/株州华业,2005-08,赤壁子公司,108,2007-06,2005-01,B,,15000.0,完好,在用, ,0,,05080108,0.0,设备,生产,,
2720,,5601211,,联想电脑,扬天E4000P4,51625680PD(D),惠阳联想,2005-07,赤壁子公司,龚晓晖,2005-01,2005-01,C,电子计算机,6500.0,完好,在用, ,5,,S03847533,0.0,设备,非生产,,
2721,,5409008,,数码相机,S218 1/2.5,500万像素,Canon(中国),2004-05,赤壁子公司,部办室,2005-01,2005-01,C,电视机、复印机、文字处理机,4300.0,完好,在用, ,5,,066820080,0.0,设备,非生产,高秀琴,
2723,,0203013,,立式升降台铣床,X5042A,425×2500,蚌埠晶菱机床有限公司,2004-07,赤壁子公司,产业园03北跨,2004-12,2004-12,B,机械设备,193920.0,完好,在用, ,14,,241190#,0.0,设备,生产,,
2724,,0203012,,立式升降台铣床,X5042A,425×2500,蚌埠晶菱机床有限公司,2004-07,赤壁子公司,产业园03北跨,2004-12,2004-12,B,机械设备,193920.0,完好,在用, ,14,,251158,0.0,设备,生产,,
2725,,0103004,,普通车床,CA6140B,Φ400×1500,沈阳第一机床厂,2004-06,赤壁子公司,产业园03北跨,2004-12,2004-12,B,机械设备,66900.0,完好,在用, ,14,,L08145,0.0,设备,生产,,
2726,,0103003,,普通车床,CA6140B,Φ400×1500,沈阳第一机床厂,2004-06,赤壁子公司,产业园03北跨,2004-12,2004-12,B,机械设备,66900.0,完好,在用, ,14,,L08084,0.0,设备,生产,,
2727,,5829002,,数控火焰切割机,MAXIGRAPH-,5500DD,日本小池酸素株式会社,2004-02,赤壁子公司,产业园06车间,2004-11,2004-11,B,,480000.0,完好,在用, ,0,,NU-AT0002,0.0,设备,生产,,1
2728,,5201014,,低压配电柜,GGJ-01-B 10#,,长征电气公司,2004-05,赤壁子公司,热处理,2004-11,2004-11,C,变电配电设备,29000.0,完好,在用, ,18,,40050082,0.0,设备,生产,,
2729,,5201013,,低压配电柜,GGJ-01-B  9#,,长征电气公司,2004-05,赤壁子公司,热处理,2004-11,2004-11,C,变电配电设备,12000.0,完好,在用, ,18,,40050081,0.0,设备,生产,,
2730,,5201012,,低压配电柜,GGD1-38B  6#,,长征电气公司,2004-05,赤壁子公司,热处理,2004-11,2004-11,C,变电配电设备,12000.0,完好,在用, ,18,,40050080,0.0,设备,生产,,
2731,,5201011,,低压配电柜,GGD1-38B  5#,,长征电气公司,2004-05,赤壁子公司,热处理,2004-11,2004-11,C,变电配电设备,12000.0,完好,在用, ,18,,40050079,0.0,设备,生产,,
2732,,5201010,,低压配电柜,GGD1-38B  4#,,长征电气公司,2004-05,赤壁子公司,热处理,2004-11,2004-11,C,变电配电设备,29000.0,完好,在用, ,18,,40050078,0.0,设备,生产,,
2733,,5201009,,低压配电柜,GGD1-38B  3#,,长征电气公司,2004-05,赤壁子公司,热处理,2004-11,2004-11,C,变电配电设备,29000.0,完好,在用, ,18,,40050077,0.0,设备,生产,,
2734,,5201008,,低压配电柜,GGD1-38B  2#,,长征电气公司,2004-05,赤壁子公司,热处理,2004-11,2004-11,C,变电配电设备,29000.0,完好,在用, ,18,,40050076,0.0,设备,生产,,
2735,,5201007,,低压配电柜,GGD3-12   1#,,长征电气公司,2004-05,赤壁子公司,热处理,2004-11,2004-11,C,变电配电设备,22000.0,完好,在用, ,18,,40050075,0.0,设备,生产,,
2736,,5201006,,低压配电柜,GGJ-01-B 06#,,长征电气公司,2004-05,赤壁子公司,总站,2004-11,2004-11,C,变电配电设备,12000.0,完好,在用, ,18,,40050074,0.0,设备,生产,,
2737,,5201005,,低压配电柜,GGJ-01-B 05#,,长征电气公司,2004-05,赤壁子公司,总站,2004-11,2004-11,C,变电配电设备,12800.0,完好,在用, ,18,,40050073,0.0,设备,生产,,
2738,,5201004,,低压配电柜,GGD1-38B 04#,,长征电气公司,2004-05,赤壁子公司,总站,2004-11,2004-11,C,变电配电设备,24000.0,完好,在用, ,18,,40050072,0.0,设备,生产,,
2739,,5201003,,低压配电柜,GGD1-38B 03#,,长征电气公司,2004-05,赤壁子公司,总站,2004-11,2004-11,C,变电配电设备,12000.0,完好,在用, ,18,,40050071,0.0,设备,生产,,
2740,,5201002,,低压配电柜,GGD1-38B 01#,,长征电气公司,2004-05,赤壁子公司,总站,2004-11,2004-11,C,变电配电设备,12000.0,完好,在用, ,18,,40050070,0.0,设备,生产,,
2741,,5201001,,低压配电柜,GGD1-12,,长征电气公司,2004-05,赤壁子公司,总站,2004-11,2004-11,C,变电配电设备,12000.0,完好,在用, ,18,,40050069,0.0,设备,生产,,
2742,,5101017,,电力变压器,S9-M-500/10,500KVA,沈阳中变变压器有限公,2004-05,赤壁子公司,,2004-11,2004-11,C,变电配电设备,52800.0,完好,在用, ,18,,0405148,0.0,设备,生产,,
2743,,5101016,,电力变压器,S9-M-500/10,500KVA,沈阳中变变压器有限公司,2004-05,赤壁子公司,,2004-11,2004-11,C,变电配电设备,52800.0,完好,在用, ,18,,0405149,0.0,设备,生产,,
2744,,5101015,,电力变压器,S9-M-500/10,500KVA,沈阳中变变压器有限公司,2004-05,赤壁子公司,总站,2004-11,2004-11,C,变电配电设备,52800.01,完好,在用, ,18,,0405150,0.0,设备,生产,,
2745,,5101014,,电力变压器,S9-M-630/10,630KVA,沈阳中变变压器有限公司,2004-05,赤壁子公司,,2004-11,2004-11,C,变电配电设备,52800.0,完好,在用, ,18,,0405133,0.0,设备,生产,,
2748,,5601155,,联想电脑+HP1180C彩喷,启天2610ICP,20G128M40DSN,联想集团,2003-01,赤壁子公司,输入输出机,2004-07,2004-07,C,电子计算机,6295.0,完好,在用, ,5,,SA03364387,0.0,设备,非生产,,
2749,,5601153,,联想电脑,启天2610ICP,20G128M40DSN,联想集团,2003-01,赤壁子公司,邵德军,2004-07,2004-07,C,,4515.0,完好,在用, ,0,,SA03364260,0.0,设备,非生产,,
2750,,5607002,,HP服务器,34876-AA1,Xeon2.8G512M,惠普公司,2003-09,赤壁子公司,机房,2004-07,2004-07,C,电子计算机,53800.0,完好,在用, ,5,,100SLYKRI,0.0,设备,非生产,,
2751,,5601142,,联想电脑,开天4610P4,2.4G256M80G64M,联想集团,2003-09,赤壁子公司,冷英,2004-07,2004-07,C,电子计算机,6700.0,完好,在用, ,5,,03298715,0.0,设备,非生产,,
2756,,5901021,,厂内外输电线路,6600(10000)V,(15720米),自改,1970-02,赤壁子公司,动力科,2004-06,2004-06,B,,490818.21,完好,在用, ,0,,,0.0,设备,生产,,
2757,,2103003,,葫芦门式起重机,MH,2t/9.5m/4.8m,郑州起重设备公司,2003-09,赤壁子公司,钢材库,2004-05,2004-05,C,运输设备,99760.0,完好,封存,2021-09-23,12,,2003051,0.0,设备,生产,,
2758,,5101013,,电力变压器,S9-M-1600/10,1600KVA,沈阳中变变压器有限公,2003-01,赤壁子公司,104变电站,2004-05,2004-05,C,变电配电设备,128380.0,完好,在用, ,18,,0310139,0.0,设备,生产,,
2759,,5101012,,电力变压器,S9-M-1000/10,1000KVA,沈阳中变变压器有限公,2003-01,赤壁子公司,热处理站,2004-05,2004-05,C,变电配电设备,0.0,完好,封存,2021-06-23,18,,0310140,0.0,设备,生产,,
2760,,2102022,,电动单梁起重机,LD-A,2t/13.5m/6m,郑州起重设备公司,2004-02,赤壁子公司,,2004-05,2004-05,B,运输设备,37615.55,完好,封存,2021-09-23,12,,2003221,37598.94,设备,生产,,
2761,,2102021,,电动单梁桥式起重机,LD-A,1t/13.5m/6m,郑州起重设备公司,2004-02,赤壁子公司,,2004-05,2004-05,B,运输设备,35093.95,完好,在用, ,12,,2003222,34938.95,设备,生产,,
2762,,2102020,,电动单梁桥式起重机,LD-A,5t/13.5m/9m,郑州起重设备公司,2003-01,赤壁子公司,老厂区,2004-05,2004-05,B,运输设备,45500.0,完好,在用, ,12,,2003406,0.0,设备,生产,,
2763,,5807039/X,,CO2气体保护焊机,NBC-500-1,19KVA,南通三九焊接厂,2004-04,赤壁子公司,,2013-08,2004-04,B,自动化、半自动化控制设备,14500.0,完好,在用, ,12,,0403034,0.0,设备,生产,,
2765,,5806215,,CO2自动焊机,YD-500KR2HGE,31.9KVA,唐山松下,2003-09,赤壁子公司,,2004-03,2004-03,B,,17955.0,完好,在用, ,0,,G4441,0.0,设备,生产,,
2766,,5804127,,IGBT逆变式直流焊机,ZX7-400,17.6KVA,武汉华中电焊机厂,2003-11,赤壁子公司,106,2004-03,2004-03,B,自动化、半自动化控制设备,9800.0,完好,封存,2021-09-23,12,,03102106,0.0,设备,生产,,
2767,,5804123,,IGBT逆变式直流焊机,ZX7-400,17.6KVA,武汉华中电焊机厂,2003-11,赤壁子公司,106,2004-03,2004-03,B,自动化、半自动化控制设备,9800.0,完好,封存,2021-09-23,12,,0304016,0.0,设备,生产,,
2768,,5806218,,CO2自动焊机,YD-500KR2HGE,31.9KVA,唐山松下,2003-09,赤壁子公司,103,2004-03,2004-03,B,,17955.0,完好,在用, ,0,,G4434,0.0,设备,生产,,
2769,,5806212,,CO2自动焊机,YD-500KR2HGE,31.9KVA,唐山松下,2003-09,赤壁子公司,103,2004-03,2004-03,B,,17955.0,完好,在用, ,0,,G4462,0.0,设备,生产,,
2770,,5806210,,CO2自动焊机,YD-500KR2HGE,31.9KVA,唐山松下,2003-09,赤壁子公司,特桥分厂,2004-03,2004-03,B,自动化、半自动化控制设备,17955.0,完好,在用, ,12,,G4466,0.0,设备,生产,,
2771,,5806209,,CO2自动焊机,YD-500KR2HGE,31.9KVA,唐山松下,2003-09,赤壁子公司,103,2004-03,2004-03,B,,17955.0,完好,在用, ,0,,G4467,0.0,设备,生产,,
2772,,5806207,,CO2自动焊机,YD-500KR2HGE,31.9KVA,唐山松下,2003-09,赤壁子公司,103,2004-03,2004-03,B,,17955.0,完好,在用, ,0,,G4433,0.0,设备,生产,,
2773,,5806198,,CO2/MAG焊机,YD-350EA1HGE,14.1KVA,唐山松下,2003-08,赤壁子公司,103,2004-03,2004-03,B,,20455.0,完好,在用, ,0,,N0035,0.0,设备,生产,,
2774,,5806197,,CO2/MAG焊机,YD-350EA1HGE,14.1KVA,唐山松下,2003-08,赤壁子公司,103,2004-03,2004-03,B,,20455.0,完好,在用, ,0,,N0033,0.0,设备,生产,,
2775,,5806193,,CO2自动焊机,YD-500KR2HGE,31.9KVA,唐山松下,2003-09,赤壁子公司,103,2004-03,2004-03,B,,17955.0,完好,在用, ,0,,N4109,0.0,设备,生产,,
2776,,5806192,,CO2自动焊机,YD-500KR2HGE,31.9KVA,唐山松下,2003-09,赤壁子公司,103,2004-03,2004-03,B,,17955.0,完好,在用, ,0,,N4098,0.0,设备,生产,,
2777,,5806191,,CO2自动焊机,YD-500KR2HGE,31.9KVA,唐山松下,2003-09,赤壁子公司,103,2004-03,2004-03,B,,17955.0,完好,在用, ,0,,G4504,0.0,设备,生产,,
2778,,5804131,,半自动晶闸管气保焊机(换),NB-500KR,18.5KVA,株洲华业,2003-08,赤壁子公司,103,2004-03,2004-03,B,自动化、半自动化控制设备,10100.0,完好,封存,2021-09-23,12,,03082005/07122012,0.0,设备,生产,,
2779,,5804129,,半自动晶闸管气保焊机(换),NB-500KR,18.5KVA,湘华/同诚,2003-08,赤壁子公司,103,2004-03,2004-03,B,自动化、半自动化控制设备,10100.0,完好,封存,2021-09-23,12,,03082002,0.0,设备,生产,,
2786,,5829003,,数控精细等离子切割机,MAXIGRAPH-,5500DD,日本小池酸素株式会社,2004-01,赤壁子公司,中跨西头,2004-02,2004-02,B,,1849000.0,完好,在用, ,0,,NU-A-T002,0.0,设备,生产,,1
2789,,0504022,,摇臂钻床,Z3050??16,Φ50,四川自贡机床厂,2003-11,赤壁子公司,产业园03北跨,2004-01,2004-01,B,机械设备,63000.0,完好,在用, ,14,,521133,0.0,设备,生产,,
2790,,0504021,,摇臂钻床,Z3050??1,Φ50,沙市第一机床厂,2004-02,赤壁子公司,产业园03北跨,2004-01,2004-01,B,机械设备,67500.0,完好,在用, ,14,,0402001,0.0,设备,生产,,
2791,,0101014,,普通车床,J1C616,Φ320×750,济南一机,2004-03,赤壁子公司,产业园03北跨,2004-01,2004-01,B,机械设备,34180.0,完好,在用, ,14,,C40360536,0.0,设备,生产,,
2792,,0101013,,普通车床,J1C616,Φ320×750,济南一机,2004-03,赤壁子公司,产业园03北跨,2004-01,2004-01,B,机械设备,34180.0,完好,在用, ,14,,C40360532,0.0,设备,生产,,
2795,,5830004,,空气等离子切割机,LG40-E,＜=12mm,江苏常州华强焊割公司,2003-05,赤壁子公司,103,2003-11,2003-11,C,,7200.0,完好,在用, ,0,,202121847,0.0,设备,生产,,
2796,,5806173,,OTC半自动焊机,CPXD-500,31.5KVA,牡丹江欧地希焊接公司,2002-06,赤壁子公司,103,2003-11,2003-11,B,,17000.0,完好,在用, ,0,,P0571079,0.0,设备,生产,,
2797,,5806168,,逆变式半自动焊机换),NB-500KR,15KVA,湘华/同诚,2003-05,赤壁子公司,103,2003-11,2003-11,B,,16300.0,完好,在用, ,0,,03062788,0.0,设备,生产,,
2798,,5806166,,逆变式半自动焊机换),NB-500KR,15KVA,湘华/同诚,2003-05,赤壁子公司,103,2003-11,2003-11,B,,16300.0,完好,在用, ,0,,01031016,0.0,设备,生产,,
2799,,5806164,,逆变式半自动焊机(换),NB-500KR,15KVA,湘华/同诚,2003-04,赤壁子公司,103,2003-11,2003-11,B,,16300.0,完好,在用, ,0,,03040501,0.0,设备,生产,,
2800,,5101011,,变压器,S9-250,250KVA,武汉变压器厂,1996-01,赤壁子公司,106,2003-11,2003-11,C,变电配电设备,15000.0,完好,在用, ,18,,,0.0,设备,生产,,
2802,,4509042,,柜式空调,KFR-70LW/E,7000/7300W,珠海格力,2002-02,赤壁子公司,技档室黄,2003-08,2003-08,C,动力设备,6300.0,完好,在用, ,14,,243619657,0.0,设备,非生产,,
2804,,4509045,,柜式空调,KFR-70LW/E,7000/7300W,珠海格力,2002-11,赤壁子公司,会议室,2003-08,2003-08,C,动力设备,4950.0,完好,在用, ,14,,265711979,0.0,设备,非生产,,
2805,,4509044,,柜式空调,KFR-70LW/E,7000/7300W,珠海格力,2002-07,赤壁子公司,理化室余,2003-08,2003-08,C,动力设备,5500.0,完好,在用, ,14,,252903681,0.0,设备,非生产,,
2806,,4509043,,柜式空调,KFR-70LW/E,7000/7300W,珠海格力,2002-02,赤壁子公司,焊条库,2003-08,2003-08,C,动力设备,6300.0,完好,在用, ,14,,252904917,0.0,设备,非生产,,
2807,,2103002,,门式起重机,MH电动葫芦,3t/22m/4.9m,郑州起重设备厂,2003-04,赤壁子公司,喷涂车间,2003-08,2003-08,B,运输设备,116857.62,完好,封存,2021-09-23,12,,2003021,90100.0,设备,生产,,
2812,,5804119,,可控硅整流弧焊机,ZX5-630,48KVA,武汉华中电焊机厂,2002-08,赤壁子公司,产业园01车间,2003-05,2003-05,B,自动化、半自动化控制设备,11200.0,完好,在用, ,12,,20020622,0.0,设备,生产,,
2813,,0219002（1）,,数控立式升降台铣床,XKA5040A/B,400×1700m,北京一机,2002-01,赤壁子公司,102,2008-03,2003-05,B,机械设备,130000.0,完好,封存,2017-10-12,14,,200605,130000.0,设备,生产,,1
2814,,0202004,,卧式滑枕升降台铣床,X6646,460×1435,桂林机床股份有限公司,2002-09,赤壁子公司,102,2003-05,2003-05,C,机械设备,202515.1,完好,封存,2021-09-23,14,,200209002,0.0,设备,生产,,
2815,,0117004,,数控车床,CAK6163P,Φ630×3000mm,沈阳一机,2002-07,赤壁子公司,107,2003-05,2003-05,B,机械设备,322767.2,完好,封存,2021-09-23,14,,IK020,0.0,设备,生产,,1
2816,,5826019,,仿形切割机,CG2-150,5～100mm,上海气焊机厂,2002-03,赤壁子公司,,2003-05,2003-05,C,,4300.0,完好,在用, ,0,,2090,0.0,设备,生产,,
2817,,5826018,,仿形切割机,CG2-150,5～100mm,上海气焊机厂,2002-03,赤壁子公司,101,2003-05,2003-05,C,,4300.0,完好,封存,2021-09-23,0,,2023,0.0,设备,生产,,
2818,,5826017,,仿形切割机,CG2-150,5～100mm,上海气焊机厂,2001-09,赤壁子公司,101,2003-05,2003-05,C,,4300.0,完好,封存,2021-09-23,0,,1434,0.0,设备,生产,,
2823,,5804115,,IGBT逆变式弧焊机,ZX7-400D,18.5KVA,湘华/同诚公司联营,2002-12,赤壁子公司,103,2003-04,2003-04,B,自动化、半自动化控制设备,10600.0,完好,在用, ,12,,02122607,0.0,设备,生产,,
2824,,5804114,,IGBT逆变式弧焊机,ZX7-400D,18.5KVA,湘华/同诚公司联营,2002-12,赤壁子公司,结构分厂,2003-04,2003-04,B,自动化、半自动化控制设备,10600.0,完好,在用, ,12,,02122605,0.0,设备,生产,,
2825,,5804113,,IGBT逆变式弧焊机,ZX7-400D,18.5KVA,湘华/同诚公司联营,2002-12,赤壁子公司,结构分厂,2003-04,2003-04,B,自动化、半自动化控制设备,10600.0,完好,在用, ,12,,02122603,0.0,设备,生产,,
2826,,4509041,,柜式空调(7053L)X,KFR-70LW/E,7000/7300W,格力集团,2001-11,赤壁子公司,基建,2003-04,2003-04,C,动力设备,6700.0,完好,在用, ,14,,177101256,0.0,设备,非生产,,
2827,,4509040,,柜式空调(7053L)X,KFR-70LW/E,7000/7300W,格力集团,2001-11,赤壁子公司,设备室,2003-04,2003-04,C,动力设备,6700.0,完好,在用, ,14,,177232730,0.0,设备,非生产,,
2828,,4509039,,柜式空调(7053L)X,KFR-70LW/E,7000/7300W,格力集团,2001-11,赤壁子公司,,2003-04,2003-04,C,动力设备,6700.0,完好,在用, ,14,,177101135,0.0,设备,非生产,,
2829,,4509038,,柜式空调(7053L)X,KFR-70LW/E,7000/7300W,格力集团,2001-11,赤壁子公司,设计二室,2003-04,2003-04,C,动力设备,6700.0,完好,在用, ,14,,177101139,0.0,设备,非生产,,
2830,,4509037,,柜式空调,KFR-70LW/E,7000/7300W,格力集团,2001-11,赤壁子公司,,2003-04,2003-04,C,,6700.0,完好,在用, ,0,,177101158,0.0,设备,非生产,,
2831,,5806161,,CO2自动焊机,YD-500KR2HGE,31.9KVA,唐山松下,2002-08,赤壁子公司,103,2003-04,2003-04,B,,20700.0,完好,在用, ,0,,N6778,0.0,设备,生产,,
2832,,5806160,,CO2自动焊机,YD-500KR2HGE,31.9KVA,唐山松下,2002-09,赤壁子公司,103,2003-04,2003-04,B,,20700.0,完好,在用, ,0,,G7329,0.0,设备,生产,,
2833,,5806157,,CO2自动焊机,YD-500KR2HGE,31.9KVA,唐山松下,2002-07,赤壁子公司,103,2003-04,2003-04,B,,21000.0,完好,在用, ,0,,E6430,0.0,设备,生产,,
2834,,5806155,,CO2自动焊机,YD-500KR2HGE,31.9KVA,唐山松下,2002-06,赤壁子公司,103,2003-04,2003-04,B,,21000.0,完好,在用, ,0,,D5961,0.0,设备,生产,,
2835,,5806153,,CO2自动焊机,YD-500KR2HGE,31.9KVA,唐山松下,2002-06,赤壁子公司,103,2003-04,2003-04,B,,21000.0,完好,封存,2021-09-23,0,,D5954,0.0,设备,生产,,
